Dimension,Power,Time,Optimization
50,4000,1.021944,O3
50,4000,1.021046,O3
50,4000,1.021731,O3
50,4000,1.022487,O3
50,4000,1.022828,O3
50,4000,1.022723,O3
50,4000,1.021876,O3
50,4000,1.022769,O3
50,4000,1.021635,O3
50,4000,1.022284,O3
50,4000,1.022795,O3
50,4000,1.021383,O3
50,4000,1.020171,O3
50,4000,1.022659,O3
50,4000,1.023163,O3
50,4000,1.022733,O3
50,4000,1.021828,O3
50,4000,1.021918,O3
50,4000,1.020647,O3
50,4000,1.022189,O3
50,4000,1.021347,O3
50,4000,1.022205,O3
50,4000,1.022164,O3
50,4000,1.023123,O3
50,4000,1.021235,O3
50,4000,1.021949,O3
50,4000,1.021693,O3
50,4000,1.021636,O3
50,5000,1.278576,O3
50,5000,1.275913,O3
50,5000,1.276966,O3
50,5000,1.279358,O3
50,5000,1.278219,O3
50,5000,1.277724,O3
50,5000,1.279021,O3
50,5000,1.278113,O3
50,5000,1.279283,O3
50,5000,1.275476,O3
50,5000,1.278816,O3
50,5000,1.278084,O3
50,5000,1.281442,O3
50,5000,1.277540,O3
50,5000,1.277964,O3
50,5000,1.279059,O3
50,5000,1.279199,O3
50,5000,1.277336,O3
50,5000,1.278985,O3
50,5000,1.277096,O3
50,5000,1.277312,O3
50,5000,1.275633,O3
50,5000,1.276295,O3
50,5000,1.276162,O3
50,5000,1.278431,O3
50,5000,1.276806,O3
50,5000,1.276072,O3
50,5000,1.276077,O3
50,5000,1.275960,O3
50,5000,1.276134,O3
50,6000,1.533550,O3
50,6000,1.531690,O3
50,6000,1.532777,O3
50,6000,1.535555,O3
50,6000,1.532624,O3
50,6000,1.534088,O3
50,6000,1.531343,O3
50,6000,1.533972,O3
50,6000,1.531395,O3
50,6000,1.532496,O3
50,6000,1.531412,O3
50,6000,1.533553,O3
50,6000,1.533740,O3
50,6000,1.531180,O3
50,6000,1.532667,O3
50,6000,1.533225,O3
50,6000,1.533647,O3
50,6000,1.530643,O3
50,6000,1.531074,O3
50,6000,1.530178,O3
50,6000,1.531983,O3
50,6000,1.532266,O3
50,6000,1.531841,O3
50,6000,1.534491,O3
50,6000,1.533474,O3
50,6000,1.532694,O3
50,6000,1.531545,O3
50,6000,1.533720,O3
50,6000,1.535296,O3
50,6000,1.534959,O3
50,7000,1.787351,O3
50,7000,1.790406,O3
50,7000,1.790031,O3
50,7000,1.788630,O3
50,7000,1.786914,O3
50,7000,1.789065,O3
50,7000,1.787932,O3
50,7000,1.787787,O3
50,7000,1.788448,O3
50,7000,1.790205,O3
50,7000,1.786299,O3
50,7000,1.785387,O3
50,7000,1.788544,O3
50,7000,1.787817,O3
50,7000,1.788295,O3
50,7000,1.788734,O3
50,7000,1.788753,O3
50,7000,1.791303,O3
50,7000,1.787791,O3
50,7000,1.788270,O3
50,7000,1.786283,O3
50,7000,1.788044,O3
50,7000,1.788160,O3
50,7000,1.788955,O3
50,7000,1.786737,O3
50,7000,1.787136,O3
50,7000,1.790167,O3
50,7000,1.790379,O3
50,7000,1.790034,O3
50,7000,1.787065,O3
All entries in matrix are NaN-like
50,8000,1.957522,O3
All entries in matrix are NaN-like
50,8000,1.969127,O3
All entries in matrix are NaN-like
50,8000,2.066474,O3
50,8000,2.043747,O3
All entries in matrix are NaN-like
50,8000,1.959010,O3
All entries in matrix are NaN-like
50,8000,2.074426,O3
50,8000,2.043486,O3
All entries in matrix are NaN-like
50,8000,2.063015,O3
50,8000,2.046102,O3
All entries in matrix are NaN-like
50,8000,1.938083,O3
All entries in matrix are NaN-like
50,8000,1.981566,O3
All entries in matrix are NaN-like
50,8000,1.984148,O3
All entries in matrix are NaN-like
50,8000,1.943798,O3
All entries in matrix are NaN-like
50,8000,2.040395,O3
50,8000,2.044163,O3
All entries in matrix are NaN-like
50,8000,2.068311,O3
All entries in matrix are NaN-like
50,8000,1.997171,O3
All entries in matrix are NaN-like
50,8000,1.988252,O3
All entries in matrix are NaN-like
50,8000,2.073856,O3
All entries in matrix are NaN-like
50,8000,1.908572,O3
50,8000,2.041602,O3
All entries in matrix are NaN-like
50,8000,2.009091,O3
All entries in matrix are NaN-like
50,8000,2.077314,O3
All entries in matrix are NaN-like
50,8000,1.932722,O3
50,8000,2.044681,O3
All entries in matrix are NaN-like
50,8000,2.081894,O3
50,8000,2.044325,O3
All entries in matrix are NaN-like
50,8000,2.039775,O3
50,8000,2.045874,O3
All entries in matrix are NaN-like
50,8000,1.992046,O3
All entries in matrix are NaN-like
50,9000,2.100112,O3
All entries in matrix are NaN-like
50,9000,1.972434,O3
All entries in matrix are NaN-like
50,9000,2.050997,O3
All entries in matrix are NaN-like
50,9000,2.049838,O3
All entries in matrix are NaN-like
50,9000,2.162233,O3
All entries in matrix are NaN-like
50,9000,1.992691,O3
All entries in matrix are NaN-like
50,9000,2.092665,O3
All entries in matrix are NaN-like
50,9000,2.019125,O3
All entries in matrix are NaN-like
50,9000,2.131863,O3
All entries in matrix are NaN-like
50,9000,1.979920,O3
All entries in matrix are NaN-like
50,9000,1.960175,O3
All entries in matrix are NaN-like
50,9000,2.045099,O3
All entries in matrix are NaN-like
50,9000,1.773780,O3
All entries in matrix are NaN-like
50,9000,2.101760,O3
All entries in matrix are NaN-like
50,9000,2.188984,O3
All entries in matrix are NaN-like
50,9000,1.995367,O3
All entries in matrix are NaN-like
50,9000,2.022637,O3
All entries in matrix are NaN-like
50,9000,2.104233,O3
All entries in matrix are NaN-like
50,9000,2.041750,O3
All entries in matrix are NaN-like
50,9000,2.052422,O3
All entries in matrix are NaN-like
50,9000,2.104847,O3
All entries in matrix are NaN-like
50,9000,2.045990,O3
All entries in matrix are NaN-like
50,9000,2.007230,O3
All entries in matrix are NaN-like
50,9000,2.037596,O3
All entries in matrix are NaN-like
50,9000,2.051514,O3
All entries in matrix are NaN-like
50,9000,1.942720,O3
All entries in matrix are NaN-like
50,9000,1.971967,O3
All entries in matrix are NaN-like
50,9000,2.039420,O3
All entries in matrix are NaN-like
50,9000,2.083268,O3
All entries in matrix are NaN-like
50,9000,1.976988,O3
All entries in matrix are NaN-like
50,10000,2.157127,O3
All entries in matrix are NaN-like
50,10000,2.122680,O3
All entries in matrix are NaN-like
50,10000,2.056709,O3
All entries in matrix are NaN-like
50,10000,2.019263,O3
All entries in matrix are NaN-like
50,10000,2.050610,O3
All entries in matrix are NaN-like
50,10000,1.899734,O3
All entries in matrix are NaN-like
50,10000,1.873719,O3
All entries in matrix are NaN-like
50,10000,1.952184,O3
All entries in matrix are NaN-like
50,10000,2.067113,O3
All entries in matrix are NaN-like
50,10000,2.041153,O3
All entries in matrix are NaN-like
50,10000,1.888799,O3
All entries in matrix are NaN-like
50,10000,2.056798,O3
All entries in matrix are NaN-like
50,10000,2.046874,O3
All entries in matrix are NaN-like
50,10000,1.990043,O3
All entries in matrix are NaN-like
50,10000,1.996495,O3
All entries in matrix are NaN-like
50,10000,2.095300,O3
All entries in matrix are NaN-like
50,10000,2.066735,O3
All entries in matrix are NaN-like
50,10000,1.983462,O3
All entries in matrix are NaN-like
50,10000,2.002237,O3
All entries in matrix are NaN-like
50,10000,2.167922,O3
All entries in matrix are NaN-like
50,10000,2.096740,O3
All entries in matrix are NaN-like
50,10000,2.100755,O3
All entries in matrix are NaN-like
50,10000,2.105392,O3
All entries in matrix are NaN-like
50,10000,2.019263,O3
All entries in matrix are NaN-like
50,10000,2.053774,O3
All entries in matrix are NaN-like
50,10000,2.075938,O3
All entries in matrix are NaN-like
50,10000,2.025972,O3
All entries in matrix are NaN-like
50,10000,2.038765,O3
All entries in matrix are NaN-like
50,10000,1.971533,O3
All entries in matrix are NaN-like
50,10000,2.043924,O3
50,100,0.025619,O2
50,100,0.026230,O2
50,100,0.025761,O2
50,100,0.023202,O2
50,100,0.026207,O2
50,100,0.025731,O2
50,100,0.026200,O2
50,100,0.026398,O2
50,100,0.026416,O2
50,100,0.026501,O2
50,100,0.026201,O2
50,100,0.026295,O2
50,100,0.025758,O2
50,100,0.026324,O2
50,100,0.025973,O2
50,100,0.025991,O2
50,100,0.026217,O2
50,100,0.026142,O2
50,100,0.025897,O2
50,100,0.024299,O2
50,100,0.026407,O2
50,100,0.026334,O2
50,100,0.024755,O2
50,100,0.026510,O2
50,100,0.025889,O2
50,100,0.026359,O2
50,100,0.025798,O2
50,100,0.026066,O2
50,100,0.026344,O2
50,100,0.026450,O2
50,200,0.051453,O2
50,200,0.052366,O2
50,200,0.051928,O2
50,200,0.052428,O2
50,200,0.051953,O2
50,200,0.052133,O2
50,200,0.051090,O2
50,200,0.051892,O2
50,200,0.052248,O2
50,200,0.051624,O2
50,200,0.052144,O2
50,200,0.052084,O2
50,200,0.052492,O2
50,200,0.050976,O2
50,200,0.052011,O2
50,200,0.051283,O2
50,200,0.051943,O2
50,200,0.049540,O2
50,200,0.052234,O2
50,200,0.051708,O2
50,200,0.046836,O2
50,200,0.051171,O2
50,200,0.051389,O2
50,200,0.051401,O2
50,200,0.052384,O2
50,200,0.051093,O2
50,200,0.050994,O2
50,200,0.051724,O2
50,200,0.052449,O2
50,200,0.051579,O2
50,300,0.076732,O2
50,300,0.077500,O2
50,300,0.077571,O2
50,300,0.077027,O2
50,300,0.077760,O2
50,300,0.077368,O2
50,300,0.077506,O2
50,300,0.076791,O2
50,300,0.073936,O2
50,300,0.077644,O2
50,300,0.078126,O2
50,300,0.077062,O2
50,300,0.077092,O2
50,300,0.077297,O2
50,300,0.077150,O2
50,300,0.078043,O2
50,300,0.077921,O2
50,300,0.076777,O2
50,300,0.077041,O2
50,300,0.077887,O2
50,300,0.078671,O2
50,300,0.077073,O2
50,300,0.077595,O2
50,300,0.077102,O2
50,300,0.077850,O2
50,300,0.077027,O2
50,300,0.075318,O2
50,300,0.078192,O2
50,300,0.049159,O2
50,300,0.059904,O2
50,400,0.102764,O2
50,400,0.102550,O2
50,400,0.104088,O2
50,400,0.103544,O2
50,400,0.102914,O2
50,400,0.102276,O2
50,400,0.102229,O2
50,400,0.102884,O2
50,400,0.102268,O2
50,400,0.102460,O2
50,400,0.101971,O2
50,400,0.103554,O2
50,400,0.102436,O2
50,400,0.103196,O2
50,400,0.102447,O2
50,400,0.102390,O2
50,400,0.102702,O2
50,400,0.102035,O2
50,400,0.102298,O2
50,400,0.103250,O2
50,400,0.102846,O2
50,400,0.102586,O2
50,400,0.102615,O2
50,400,0.103257,O2
50,400,0.103597,O2
50,400,0.102782,O2
50,400,0.102172,O2
50,400,0.103693,O2
50,400,0.099652,O2
50,400,0.101997,O2
50,500,0.127472,O2
50,500,0.127648,O2
50,500,0.127643,O2
50,500,0.125669,O2
50,500,0.127859,O2
50,500,0.128427,O2
50,500,0.127911,O2
50,500,0.127772,O2
50,500,0.127713,O2
50,500,0.128082,O2
50,500,0.071940,O2
50,500,0.127818,O2
50,500,0.127713,O2
50,500,0.129178,O2
50,500,0.127889,O2
50,500,0.128986,O2
50,500,0.128218,O2
50,500,0.126858,O2
50,500,0.127108,O2
50,500,0.130218,O2
50,500,0.129638,O2
50,500,0.128051,O2
50,500,0.129129,O2
50,500,0.129311,O2
50,500,0.128683,O2
50,500,0.129075,O2
50,500,0.127131,O2
50,500,0.127593,O2
50,500,0.128608,O2
50,500,0.129477,O2
50,600,0.152743,O2
50,600,0.152958,O2
50,600,0.151864,O2
50,600,0.154565,O2
50,600,0.153002,O2
50,600,0.153267,O2
50,600,0.126475,O2
50,600,0.153215,O2
50,600,0.152679,O2
50,600,0.153299,O2
50,600,0.153052,O2
50,600,0.153522,O2
50,600,0.152145,O2
50,600,0.153290,O2
50,600,0.152851,O2
50,600,0.153809,O2
50,600,0.153343,O2
50,600,0.153806,O2
50,600,0.153697,O2
50,600,0.153835,O2
50,600,0.152637,O2
50,600,0.151060,O2
50,600,0.152724,O2
50,600,0.153212,O2
50,600,0.153515,O2
50,600,0.147679,O2
50,600,0.153160,O2
50,600,0.153368,O2
50,600,0.152279,O2
50,600,0.125964,O2
50,700,0.178392,O2
50,700,0.180464,O2
50,700,0.178584,O2
50,700,0.178858,O2
50,700,0.178318,O2
50,700,0.179718,O2
50,700,0.178594,O2
50,700,0.178901,O2
50,700,0.178828,O2
50,700,0.178062,O2
50,700,0.178397,O2
50,700,0.178744,O2
50,700,0.178393,O2
50,700,0.177951,O2
50,700,0.175268,O2
50,700,0.178867,O2
50,700,0.177678,O2
50,700,0.177487,O2
50,700,0.178406,O2
50,700,0.177916,O2
50,700,0.177402,O2
50,700,0.179697,O2
50,700,0.177719,O2
50,700,0.177666,O2
50,700,0.172514,O2
50,700,0.177728,O2
50,700,0.177453,O2
50,700,0.177216,O2
50,700,0.179214,O2
50,700,0.173056,O2
50,800,0.202816,O2
50,800,0.203847,O2
50,800,0.203766,O2
50,800,0.203797,O2
50,800,0.204647,O2
50,800,0.202973,O2
50,800,0.203580,O2
50,800,0.205119,O2
50,800,0.203415,O2
50,800,0.176812,O2
50,800,0.204563,O2
50,800,0.203130,O2
50,800,0.204233,O2
50,800,0.182131,O2
50,800,0.203167,O2
50,800,0.203904,O2
50,800,0.204297,O2
50,800,0.203783,O2
50,800,0.203807,O2
50,800,0.205276,O2
50,800,0.203511,O2
50,800,0.203785,O2
50,800,0.204409,O2
50,800,0.203794,O2
50,800,0.206656,O2
50,800,0.201831,O2
50,800,0.202819,O2
50,800,0.203174,O2
50,800,0.203295,O2
50,800,0.202860,O2
50,900,0.228540,O2
50,900,0.228980,O2
50,900,0.229113,O2
50,900,0.229287,O2
50,900,0.228654,O2
50,900,0.231718,O2
50,900,0.224436,O2
50,900,0.228084,O2
50,900,0.225518,O2
50,900,0.228075,O2
50,900,0.222282,O2
50,900,0.229907,O2
50,900,0.228646,O2
50,900,0.228170,O2
50,900,0.229775,O2
50,900,0.228608,O2
50,900,0.229755,O2
50,900,0.228620,O2
50,900,0.229133,O2
50,900,0.229044,O2
50,900,0.229564,O2
50,900,0.232061,O2
50,900,0.232377,O2
50,900,0.226462,O2
50,900,0.229094,O2
50,900,0.231954,O2
50,900,0.229060,O2
50,900,0.229187,O2
50,900,0.228537,O2
50,900,0.229675,O2
50,1000,0.253885,O2
50,1000,0.254228,O2
50,1000,0.254367,O2
50,1000,0.253111,O2
50,1000,0.197690,O2
50,1000,0.254033,O2
50,1000,0.250422,O2
50,1000,0.255280,O2
50,1000,0.254002,O2
50,1000,0.255546,O2
50,1000,0.179082,O2
50,1000,0.253671,O2
50,1000,0.255059,O2
50,1000,0.254617,O2
50,1000,0.257739,O2
50,1000,0.259107,O2
50,1000,0.254732,O2
50,1000,0.253775,O2
50,1000,0.254496,O2
50,1000,0.254883,O2
50,1000,0.254143,O2
50,1000,0.250993,O2
50,1000,0.254539,O2
50,1000,0.254339,O2
50,1000,0.254028,O2
50,1000,0.253725,O2
50,1000,0.254174,O2
50,1000,0.257731,O2
50,1000,0.257939,O2
50,1000,0.258216,O2
50,2000,0.506003,O2
50,2000,0.506902,O2
50,2000,0.508027,O2
50,2000,0.506689,O2
50,2000,0.506813,O2
50,2000,0.508278,O2
50,2000,0.507279,O2
50,2000,0.506555,O2
50,2000,0.507510,O2
50,2000,0.506962,O2
50,2000,0.506450,O2
50,2000,0.507836,O2
50,2000,0.506445,O2
50,2000,0.506600,O2
50,2000,0.507264,O2
50,2000,0.506792,O2
50,2000,0.511482,O2
50,2000,0.508194,O2
50,2000,0.506998,O2
50,2000,0.507451,O2
50,2000,0.512067,O2
50,2000,0.508226,O2
50,2000,0.508257,O2
50,2000,0.514629,O2
50,2000,0.507091,O2
50,2000,0.508209,O2
50,2000,0.506936,O2
50,2000,0.506878,O2
50,2000,0.507776,O2
50,2000,0.485810,O2
50,3000,0.760742,O2
50,3000,0.761171,O2
50,3000,0.761440,O2
50,3000,0.760591,O2
50,3000,0.760695,O2
50,3000,0.761000,O2
50,3000,0.760704,O2
50,3000,0.760812,O2
50,3000,0.760428,O2
50,3000,0.760869,O2
50,3000,0.770225,O2
50,3000,0.760615,O2
50,3000,0.761983,O2
50,3000,0.761086,O2
50,3000,0.761296,O2
50,3000,0.761260,O2
50,3000,0.758579,O2
50,3000,0.759161,O2
50,3000,0.760173,O2
50,3000,0.759935,O2
50,3000,0.759644,O2
50,3000,0.759526,O2
50,3000,0.760476,O2
50,3000,0.756650,O2
50,3000,0.759512,O2
50,3000,0.760187,O2
50,3000,0.762923,O2
50,3000,0.759876,O2
50,3000,0.759910,O2
50,3000,0.771539,O2
50,4000,1.013418,O2
50,4000,1.012763,O2
50,4000,1.012492,O2
50,4000,1.012685,O2
50,4000,1.012227,O2
50,4000,0.952554,O2
50,4000,1.012861,O2
50,4000,1.012464,O2
50,4000,0.959175,O2
50,4000,1.012458,O2
50,4000,0.987603,O2
50,4000,1.013180,O2
50,4000,1.017970,O2
50,4000,1.010753,O2
50,4000,1.013289,O2
50,4000,1.010971,O2
50,4000,1.014013,O2
50,4000,1.014388,O2
50,4000,1.012699,O2
50,4000,1.012490,O2
50,4000,1.012942,O2
50,4000,1.018241,O2
50,4000,1.023113,O2
50,4000,1.013019,O2
50,4000,1.014371,O2
50,4000,1.013335,O2
50,4000,1.012709,O2
50,4000,1.010731,O2
50,4000,1.010446,O2
50,4000,1.013985,O2
50,5000,1.265938,O2
50,5000,1.265403,O2
50,5000,1.266005,O2
50,5000,1.266265,O2
50,5000,1.266438,O2
50,5000,1.265627,O2
50,5000,1.265349,O2
50,5000,1.265291,O2
50,5000,1.281138,O2
50,5000,1.266192,O2
50,5000,1.265980,O2
50,5000,1.265890,O2
50,5000,1.269644,O2
50,5000,1.266848,O2
50,5000,1.276505,O2
50,5000,1.265952,O2
50,5000,1.265276,O2
50,5000,1.267273,O2
50,5000,1.266412,O2
50,5000,1.267375,O2
50,5000,1.266889,O2
50,5000,1.272121,O2
50,5000,1.265914,O2
50,5000,1.265615,O2
50,5000,1.266173,O2
50,5000,1.263428,O2
50,5000,1.265316,O2
50,5000,1.264629,O2
50,5000,1.264597,O2
50,5000,1.273482,O2
50,6000,1.520940,O2
50,6000,1.517920,O2
50,6000,1.519910,O2
50,6000,1.519369,O2
50,6000,1.526861,O2
50,6000,1.461315,O2
50,6000,1.419307,O2
50,6000,1.523150,O2
50,6000,1.527432,O2
50,6000,1.517024,O2
50,6000,1.518015,O2
50,6000,1.517934,O2
50,6000,1.517935,O2
50,6000,1.517811,O2
50,6000,1.519669,O2
50,6000,1.517517,O2
50,6000,1.525670,O2
50,6000,1.518393,O2
50,6000,1.519892,O2
50,6000,1.517604,O2
50,6000,1.515743,O2
50,6000,1.520108,O2
50,6000,1.518663,O2
50,6000,1.529323,O2
50,6000,1.542986,O2
50,6000,1.517560,O2
50,6000,1.520415,O2
50,6000,1.516159,O2
50,6000,1.518790,O2
50,6000,1.521225,O2
50,7000,1.770441,O2
50,7000,1.780260,O2
50,7000,1.772703,O2
50,7000,1.772956,O2
50,7000,1.772415,O2
50,7000,1.770354,O2
50,7000,1.771435,O2
50,7000,1.786278,O2
50,7000,1.773706,O2
50,7000,1.771715,O2
50,7000,1.767357,O2
50,7000,1.788948,O2
50,7000,1.717378,O2
50,7000,1.771413,O2
50,7000,1.770547,O2
50,7000,1.770625,O2
50,7000,1.773364,O2
50,7000,1.779134,O2
50,7000,1.776701,O2
50,7000,1.787262,O2
50,7000,1.773042,O2
50,7000,1.769651,O2
50,7000,1.771154,O2
50,7000,1.772310,O2
50,7000,1.773442,O2
50,7000,1.765222,O2
50,7000,1.781220,O2
50,7000,1.769659,O2
50,7000,1.782538,O2
50,7000,1.798929,O2
All entries in matrix are NaN-like
50,8000,1.927757,O2
All entries in matrix are NaN-like
50,8000,2.017582,O2
All entries in matrix are NaN-like
50,8000,1.957302,O2
50,8000,2.022452,O2
50,8000,2.022512,O2
All entries in matrix are NaN-like
50,8000,1.971752,O2
All entries in matrix are NaN-like
50,8000,2.012270,O2
50,8000,2.022962,O2
50,8000,2.022876,O2
All entries in matrix are NaN-like
50,8000,2.023724,O2
All entries in matrix are NaN-like
50,8000,2.015080,O2
All entries in matrix are NaN-like
50,8000,1.849090,O2
All entries in matrix are NaN-like
50,8000,1.966787,O2
All entries in matrix are NaN-like
50,8000,2.021368,O2
50,8000,1.998881,O2
All entries in matrix are NaN-like
50,8000,2.056069,O2
All entries in matrix are NaN-like
50,8000,2.077146,O2
50,8000,2.024300,O2
50,8000,2.024318,O2
All entries in matrix are NaN-like
50,8000,1.976519,O2
All entries in matrix are NaN-like
50,8000,1.981741,O2
All entries in matrix are NaN-like
50,8000,2.055289,O2
50,8000,2.024606,O2
50,8000,2.026882,O2
All entries in matrix are NaN-like
50,8000,2.065202,O2
All entries in matrix are NaN-like
50,8000,1.947863,O2
50,8000,2.024618,O2
50,8000,2.034923,O2
All entries in matrix are NaN-like
50,8000,1.838733,O2
All entries in matrix are NaN-like
50,8000,1.874429,O2
All entries in matrix are NaN-like
50,9000,1.960483,O2
All entries in matrix are NaN-like
50,9000,2.056728,O2
All entries in matrix are NaN-like
50,9000,2.070191,O2
All entries in matrix are NaN-like
50,9000,2.010642,O2
All entries in matrix are NaN-like
50,9000,2.060400,O2
All entries in matrix are NaN-like
50,9000,1.967106,O2
All entries in matrix are NaN-like
50,9000,2.078055,O2
All entries in matrix are NaN-like
50,9000,1.980622,O2
All entries in matrix are NaN-like
50,9000,2.096056,O2
All entries in matrix are NaN-like
50,9000,1.979262,O2
All entries in matrix are NaN-like
50,9000,1.877649,O2
All entries in matrix are NaN-like
50,9000,2.032864,O2
All entries in matrix are NaN-like
50,9000,1.954829,O2
All entries in matrix are NaN-like
50,9000,2.015756,O2
All entries in matrix are NaN-like
50,9000,1.989297,O2
All entries in matrix are NaN-like
50,9000,2.014176,O2
All entries in matrix are NaN-like
50,9000,1.994932,O2
All entries in matrix are NaN-like
50,9000,2.076933,O2
All entries in matrix are NaN-like
50,9000,2.026807,O2
All entries in matrix are NaN-like
50,9000,2.102720,O2
All entries in matrix are NaN-like
50,9000,2.084948,O2
All entries in matrix are NaN-like
50,9000,2.119569,O2
All entries in matrix are NaN-like
50,9000,2.113107,O2
All entries in matrix are NaN-like
50,9000,2.109257,O2
All entries in matrix are NaN-like
50,9000,1.956166,O2
All entries in matrix are NaN-like
50,9000,2.053322,O2
All entries in matrix are NaN-like
50,9000,1.982345,O2
All entries in matrix are NaN-like
50,9000,2.047143,O2
All entries in matrix are NaN-like
50,9000,1.966932,O2
All entries in matrix are NaN-like
50,9000,1.964220,O2
All entries in matrix are NaN-like
50,10000,1.986989,O2
All entries in matrix are NaN-like
50,10000,2.107598,O2
All entries in matrix are NaN-like
50,10000,2.079070,O2
All entries in matrix are NaN-like
50,10000,1.987912,O2
All entries in matrix are NaN-like
50,10000,1.850332,O2
All entries in matrix are NaN-like
50,10000,2.041279,O2
All entries in matrix are NaN-like
50,10000,2.151459,O2
All entries in matrix are NaN-like
50,10000,1.984894,O2
All entries in matrix are NaN-like
50,10000,1.928321,O2
All entries in matrix are NaN-like
50,10000,2.104431,O2
All entries in matrix are NaN-like
50,10000,2.009405,O2
All entries in matrix are NaN-like
50,10000,1.991119,O2
All entries in matrix are NaN-like
50,10000,1.991433,O2
All entries in matrix are NaN-like
50,10000,2.010887,O2
All entries in matrix are NaN-like
50,10000,1.878317,O2
All entries in matrix are NaN-like
50,10000,2.013421,O2
All entries in matrix are NaN-like
50,10000,2.022671,O2
All entries in matrix are NaN-like
50,10000,2.056202,O2
All entries in matrix are NaN-like
50,10000,2.007285,O2
All entries in matrix are NaN-like
50,10000,2.098960,O2
All entries in matrix are NaN-like
50,10000,2.126377,O2
All entries in matrix are NaN-like
50,10000,1.944047,O2
All entries in matrix are NaN-like
50,10000,1.825630,O2
All entries in matrix are NaN-like
50,10000,2.101995,O2
All entries in matrix are NaN-like
50,10000,2.172690,O2
All entries in matrix are NaN-like
50,10000,2.102921,O2
All entries in matrix are NaN-like
50,10000,1.928576,O2
All entries in matrix are NaN-like
50,10000,1.895164,O2
All entries in matrix are NaN-like
50,10000,1.994011,O2
All entries in matrix are NaN-like
50,10000,1.888625,O2
50,100,0.028412,O1
50,100,0.028272,O1
50,100,0.028810,O1
50,100,0.028878,O1
50,100,0.029486,O1
50,100,0.028827,O1
50,100,0.028094,O1
50,100,0.028621,O1
50,100,0.028611,O1
50,100,0.028191,O1
50,100,0.028449,O1
50,100,0.028793,O1
50,100,0.028110,O1
50,100,0.027911,O1
50,100,0.028815,O1
50,100,0.028473,O1
50,100,0.030176,O1
50,100,0.028800,O1
50,100,0.029087,O1
50,100,0.028159,O1
50,100,0.028251,O1
50,100,0.029714,O1
50,100,0.028582,O1
50,100,0.029164,O1
50,100,0.029129,O1
50,100,0.028759,O1
50,100,0.029031,O1
50,100,0.029090,O1
50,100,0.027748,O1
50,100,0.027873,O1
50,200,0.056945,O1
50,200,0.055252,O1
50,200,0.057964,O1
50,200,0.057889,O1
50,200,0.056435,O1
50,200,0.057077,O1
50,200,0.057067,O1
50,200,0.056600,O1
50,200,0.057640,O1
50,200,0.057039,O1
50,200,0.057365,O1
50,200,0.057293,O1
50,200,0.057225,O1
50,200,0.057793,O1
50,200,0.055930,O1
50,200,0.055913,O1
50,200,0.058743,O1
50,200,0.060250,O1
50,200,0.057458,O1
50,200,0.058486,O1
50,200,0.062249,O1
50,200,0.059365,O1
50,200,0.058110,O1
50,200,0.057760,O1
50,200,0.057715,O1
50,200,0.057054,O1
50,200,0.063063,O1
50,200,0.058353,O1
50,200,0.058053,O1
50,200,0.057496,O1
50,300,0.085400,O1
50,300,0.083807,O1
50,300,0.083908,O1
50,300,0.087298,O1
50,300,0.084579,O1
50,300,0.088100,O1
50,300,0.083794,O1
50,300,0.084905,O1
50,300,0.085926,O1
50,300,0.083492,O1
50,300,0.086513,O1
50,300,0.088686,O1
50,300,0.084699,O1
50,300,0.085385,O1
50,300,0.087318,O1
50,300,0.086673,O1
50,300,0.083661,O1
50,300,0.086771,O1
50,300,0.089458,O1
50,300,0.086099,O1
50,300,0.087099,O1
50,300,0.086518,O1
50,300,0.093383,O1
50,300,0.086293,O1
50,300,0.084499,O1
50,300,0.086711,O1
50,300,0.086222,O1
50,300,0.087459,O1
50,300,0.084973,O1
50,300,0.084720,O1
50,400,0.112611,O1
50,400,0.115824,O1
50,400,0.112460,O1
50,400,0.111976,O1
50,400,0.115524,O1
50,400,0.110990,O1
50,400,0.114414,O1
50,400,0.113819,O1
50,400,0.115243,O1
50,400,0.112164,O1
50,400,0.113464,O1
50,400,0.112567,O1
50,400,0.112432,O1
50,400,0.112212,O1
50,400,0.113879,O1
50,400,0.113201,O1
50,400,0.110471,O1
50,400,0.111043,O1
50,400,0.113073,O1
50,400,0.110628,O1
50,400,0.115067,O1
50,400,0.111541,O1
50,400,0.116215,O1
50,400,0.114108,O1
50,400,0.111672,O1
50,400,0.114701,O1
50,400,0.111040,O1
50,400,0.113321,O1
50,400,0.115909,O1
50,400,0.112322,O1
50,500,0.141701,O1
50,500,0.140146,O1
50,500,0.149642,O1
50,500,0.139839,O1
50,500,0.144552,O1
50,500,0.138641,O1
50,500,0.140690,O1
50,500,0.141934,O1
50,500,0.140443,O1
50,500,0.140965,O1
50,500,0.143218,O1
50,500,0.145938,O1
50,500,0.141825,O1
50,500,0.140014,O1
50,500,0.140467,O1
50,500,0.141206,O1
50,500,0.139838,O1
50,500,0.137876,O1
50,500,0.140435,O1
50,500,0.138485,O1
50,500,0.143760,O1
50,500,0.143494,O1
50,500,0.139791,O1
50,500,0.144412,O1
50,500,0.139089,O1
50,500,0.166236,O1
50,500,0.139158,O1
50,500,0.138779,O1
50,500,0.142310,O1
50,500,0.139713,O1
50,600,0.170534,O1
50,600,0.169630,O1
50,600,0.168701,O1
50,600,0.168846,O1
50,600,0.170212,O1
50,600,0.169046,O1
50,600,0.174531,O1
