Dimension,Power,Time,Optimization
50,600,0.169964,O1
50,600,0.171328,O1
50,600,0.171007,O1
50,600,0.169091,O1
50,600,0.169550,O1
50,600,0.173102,O1
50,600,0.168355,O1
50,600,0.167020,O1
50,600,0.167165,O1
50,600,0.169486,O1
50,600,0.166950,O1
50,600,0.171281,O1
50,600,0.165892,O1
50,600,0.170918,O1
50,600,0.167686,O1
50,600,0.170895,O1
50,600,0.167530,O1
50,600,0.168414,O1
50,600,0.169933,O1
50,600,0.171287,O1
50,600,0.169705,O1
50,600,0.168898,O1
50,600,0.171149,O1
50,700,0.201523,O1
50,700,0.194932,O1
50,700,0.199777,O1
50,700,0.194568,O1
50,700,0.197020,O1
50,700,0.197061,O1
50,700,0.197125,O1
50,700,0.196499,O1
50,700,0.194659,O1
50,700,0.199166,O1
50,700,0.200437,O1
50,700,0.196890,O1
50,700,0.195227,O1
50,700,0.195690,O1
50,700,0.192742,O1
50,700,0.194638,O1
50,700,0.196145,O1
50,700,0.197867,O1
50,700,0.197358,O1
50,700,0.200515,O1
50,700,0.194576,O1
50,700,0.195766,O1
50,700,0.193947,O1
50,700,0.198041,O1
50,700,0.198227,O1
50,700,0.194482,O1
50,700,0.195699,O1
50,700,0.196948,O1
50,700,0.194598,O1
50,700,0.202183,O1
50,800,0.225514,O1
50,800,0.223238,O1
50,800,0.225647,O1
50,800,0.228230,O1
50,800,0.221522,O1
50,800,0.227818,O1
50,800,0.231333,O1
50,800,0.228629,O1
50,800,0.229827,O1
50,800,0.223412,O1
50,800,0.226114,O1
50,800,0.230621,O1
50,800,0.223078,O1
50,800,0.222194,O1
50,800,0.221756,O1
50,800,0.224261,O1
50,800,0.225059,O1
50,800,0.223523,O1
50,800,0.222256,O1
50,800,0.230330,O1
50,800,0.225340,O1
50,800,0.222017,O1
50,800,0.225920,O1
50,800,0.227165,O1
50,800,0.222894,O1
50,800,0.224346,O1
50,800,0.221961,O1
50,800,0.224855,O1
50,800,0.220790,O1
50,800,0.228809,O1
50,900,0.255169,O1
50,900,0.249936,O1
50,900,0.250299,O1
50,900,0.261469,O1
50,900,0.249148,O1
50,900,0.249045,O1
50,900,0.249178,O1
50,900,0.254239,O1
50,900,0.252014,O1
50,900,0.251254,O1
50,900,0.249309,O1
50,900,0.255095,O1
50,900,0.255574,O1
50,900,0.251543,O1
50,900,0.254370,O1
50,900,0.250458,O1
50,900,0.248969,O1
50,900,0.250451,O1
50,900,0.248942,O1
50,900,0.257038,O1
50,900,0.255858,O1
50,900,0.253155,O1
50,900,0.256116,O1
50,900,0.249477,O1
50,900,0.255112,O1
50,900,0.252842,O1
50,900,0.248454,O1
50,900,0.255062,O1
50,900,0.250354,O1
50,900,0.255276,O1
50,1000,0.280514,O1
50,1000,0.280151,O1
50,1000,0.276650,O1
50,1000,0.276459,O1
50,1000,0.280756,O1
50,1000,0.279298,O1
50,1000,0.278118,O1
50,1000,0.284842,O1
50,1000,0.289315,O1
50,1000,0.276980,O1
50,1000,0.278004,O1
50,1000,0.279762,O1
50,1000,0.286237,O1
50,1000,0.278000,O1
50,1000,0.279771,O1
50,1000,0.278732,O1
50,1000,0.281825,O1
50,1000,0.276964,O1
50,1000,0.281139,O1
50,1000,0.279514,O1
50,1000,0.281180,O1
50,1000,0.283713,O1
50,1000,0.280675,O1
50,1000,0.277201,O1
50,1000,0.276816,O1
50,1000,0.279272,O1
50,1000,0.286498,O1
50,1000,0.284494,O1
50,1000,0.280857,O1
50,1000,0.281491,O1
50,2000,0.557767,O1
50,2000,0.552937,O1
50,2000,0.564201,O1
50,2000,0.558286,O1
50,2000,0.558180,O1
50,2000,0.554885,O1
50,2000,0.560553,O1
50,2000,0.555569,O1
50,2000,0.556839,O1
50,2000,0.553131,O1
50,2000,0.557711,O1
50,2000,0.554684,O1
50,2000,0.553951,O1
50,2000,0.555405,O1
50,2000,0.554841,O1
50,2000,0.557934,O1
50,2000,0.555517,O1
50,2000,0.561299,O1
50,2000,0.560157,O1
50,2000,0.557943,O1
50,2000,0.552980,O1
50,2000,0.562547,O1
50,2000,0.559429,O1
50,2000,0.563066,O1
50,2000,0.559619,O1
50,2000,0.561241,O1
50,2000,0.559644,O1
50,2000,0.555118,O1
50,2000,0.559550,O1
50,2000,0.553309,O1
50,3000,0.832826,O1
50,3000,0.842080,O1
50,3000,0.842921,O1
50,3000,0.833680,O1
50,3000,0.829866,O1
50,3000,0.827682,O1
50,3000,0.841018,O1
50,3000,0.844196,O1
50,3000,0.830488,O1
50,3000,0.830874,O1
50,3000,0.835077,O1
50,3000,0.832494,O1
50,3000,0.830164,O1
50,3000,0.833000,O1
50,3000,0.830074,O1
50,3000,0.837070,O1
50,3000,0.858634,O1
50,3000,0.837079,O1
50,3000,0.829961,O1
50,3000,0.832818,O1
50,3000,0.831896,O1
50,3000,0.827836,O1
50,3000,0.834464,O1
50,3000,0.834630,O1
50,3000,0.837678,O1
50,3000,0.833546,O1
50,3000,0.832691,O1
50,3000,0.837148,O1
50,3000,0.829375,O1
50,3000,0.837088,O1
50,4000,1.109633,O1
50,4000,1.124952,O1
50,4000,1.109286,O1
50,4000,1.115633,O1
50,4000,1.107398,O1
50,4000,1.120332,O1
50,4000,1.107168,O1
50,4000,1.108322,O1
50,4000,1.107544,O1
50,4000,1.106719,O1
50,4000,1.113374,O1
50,4000,1.112939,O1
50,4000,1.110000,O1
50,4000,1.110317,O1
50,4000,1.119784,O1
50,4000,1.112601,O1
50,4000,1.106929,O1
50,4000,1.103101,O1
50,4000,1.105606,O1
50,4000,1.113388,O1
50,4000,1.105024,O1
50,4000,1.104403,O1
50,4000,1.112481,O1
50,4000,1.112681,O1
50,4000,1.104964,O1
50,4000,1.110025,O1
50,4000,1.124367,O1
50,4000,1.117623,O1
50,4000,1.111671,O1
50,4000,1.111561,O1
50,5000,1.398641,O1
50,5000,1.387955,O1
50,5000,1.384164,O1
50,5000,1.401695,O1
50,5000,1.395885,O1
50,5000,1.385682,O1
50,5000,1.398557,O1
50,5000,1.387212,O1
50,5000,1.390727,O1
50,5000,1.381114,O1
50,5000,1.393486,O1
50,5000,1.396439,O1
50,5000,1.381050,O1
50,5000,1.384912,O1
50,5000,1.383876,O1
50,5000,1.388564,O1
50,5000,1.393224,O1
50,5000,1.393196,O1
50,5000,1.399500,O1
50,5000,1.380933,O1
50,5000,1.395780,O1
50,5000,1.411503,O1
50,5000,1.398658,O1
50,5000,1.399352,O1
50,5000,1.404599,O1
50,5000,1.386868,O1
50,5000,1.401961,O1
50,5000,1.387031,O1
50,5000,1.392507,O1
50,5000,1.384494,O1
50,6000,1.663992,O1
50,6000,1.669607,O1
50,6000,1.676956,O1
50,6000,1.672489,O1
50,6000,1.657682,O1
50,6000,1.669369,O1
50,6000,1.657825,O1
50,6000,1.665197,O1
50,6000,1.659575,O1
50,6000,1.695891,O1
50,6000,1.680486,O1
50,6000,1.663418,O1
50,6000,1.676787,O1
50,6000,1.666911,O1
50,6000,1.664759,O1
50,6000,1.675141,O1
50,6000,1.686090,O1
50,6000,1.660874,O1
50,6000,1.658776,O1
50,6000,1.658161,O1
50,6000,1.657305,O1
50,6000,1.668499,O1
50,6000,1.675214,O1
50,6000,1.659980,O1
50,6000,1.665605,O1
50,6000,1.668945,O1
50,6000,1.677749,O1
50,6000,1.662378,O1
50,6000,1.661762,O1
50,6000,1.676786,O1
50,7000,1.943155,O1
All entries in matrix are NaN-like
50,7000,2.000193,O1
50,7000,1.946530,O1
50,7000,1.949813,O1
50,7000,1.943961,O1
50,7000,1.938955,O1
50,7000,1.941001,O1
50,7000,1.941200,O1
50,7000,1.945654,O1
50,7000,1.969490,O1
50,7000,1.932519,O1
50,7000,1.928712,O1
50,7000,1.961772,O1
50,7000,1.952896,O1
50,7000,1.971416,O1
50,7000,1.964844,O1
50,7000,1.937031,O1
50,7000,1.943418,O1
50,7000,1.947336,O1
50,7000,1.963879,O1
50,7000,1.943377,O1
50,7000,1.941688,O1
50,7000,1.957405,O1
50,7000,1.943740,O1
50,7000,1.952000,O1
50,7000,1.960455,O1
50,7000,1.961856,O1
50,7000,1.941052,O1
50,7000,1.955904,O1
50,7000,1.958014,O1
All entries in matrix are NaN-like
50,8000,2.086209,O1
All entries in matrix are NaN-like
50,8000,2.139732,O1
50,8000,2.215567,O1
All entries in matrix are NaN-like
50,8000,1.953499,O1
All entries in matrix are NaN-like
50,8000,2.305890,O1
All entries in matrix are NaN-like
50,8000,2.072146,O1
All entries in matrix are NaN-like
50,8000,2.153396,O1
50,8000,2.224452,O1
All entries in matrix are NaN-like
50,8000,2.239520,O1
All entries in matrix are NaN-like
50,8000,2.270127,O1
50,8000,2.229970,O1
All entries in matrix are NaN-like
50,8000,2.266710,O1
50,8000,2.222226,O1
All entries in matrix are NaN-like
50,8000,2.244968,O1
All entries in matrix are NaN-like
50,8000,2.100706,O1
All entries in matrix are NaN-like
50,8000,2.081410,O1
50,8000,2.244237,O1
All entries in matrix are NaN-like
50,8000,2.077600,O1
All entries in matrix are NaN-like
50,8000,2.274352,O1
All entries in matrix are NaN-like
50,8000,2.251088,O1
All entries in matrix are NaN-like
50,8000,2.069439,O1
All entries in matrix are NaN-like
50,8000,2.162788,O1
All entries in matrix are NaN-like
50,8000,2.264179,O1
All entries in matrix are NaN-like
50,8000,2.204435,O1
50,8000,2.222611,O1
All entries in matrix are NaN-like
50,8000,2.168126,O1
All entries in matrix are NaN-like
50,8000,2.239009,O1
All entries in matrix are NaN-like
50,8000,2.276825,O1
All entries in matrix are NaN-like
50,8000,2.181189,O1
All entries in matrix are NaN-like
50,8000,2.271461,O1
All entries in matrix are NaN-like
50,9000,2.166499,O1
All entries in matrix are NaN-like
50,9000,2.313745,O1
All entries in matrix are NaN-like
50,9000,2.195366,O1
All entries in matrix are NaN-like
50,9000,2.295938,O1
All entries in matrix are NaN-like
50,9000,2.243408,O1
All entries in matrix are NaN-like
50,9000,2.080314,O1
All entries in matrix are NaN-like
50,9000,2.201600,O1
All entries in matrix are NaN-like
50,9000,2.337289,O1
All entries in matrix are NaN-like
50,9000,2.104095,O1
All entries in matrix are NaN-like
50,9000,2.266910,O1
All entries in matrix are NaN-like
50,9000,2.368090,O1
All entries in matrix are NaN-like
50,9000,2.133021,O1
All entries in matrix are NaN-like
50,9000,2.202838,O1
All entries in matrix are NaN-like
50,9000,2.177417,O1
All entries in matrix are NaN-like
50,9000,2.214393,O1
All entries in matrix are NaN-like
50,9000,2.249613,O1
All entries in matrix are NaN-like
50,9000,2.272063,O1
All entries in matrix are NaN-like
50,9000,2.049686,O1
All entries in matrix are NaN-like
50,9000,2.199801,O1
All entries in matrix are NaN-like
50,9000,2.314430,O1
All entries in matrix are NaN-like
50,9000,2.233546,O1
All entries in matrix are NaN-like
50,9000,2.231600,O1
All entries in matrix are NaN-like
50,9000,2.116571,O1
All entries in matrix are NaN-like
50,9000,2.268488,O1
All entries in matrix are NaN-like
50,9000,2.168031,O1
All entries in matrix are NaN-like
50,9000,2.257238,O1
All entries in matrix are NaN-like
50,9000,2.226641,O1
All entries in matrix are NaN-like
50,9000,2.111925,O1
All entries in matrix are NaN-like
50,9000,2.333248,O1
All entries in matrix are NaN-like
50,9000,2.275743,O1
All entries in matrix are NaN-like
50,10000,2.210211,O1
All entries in matrix are NaN-like
50,10000,2.126165,O1
All entries in matrix are NaN-like
50,10000,2.050286,O1
All entries in matrix are NaN-like
50,10000,2.256205,O1
All entries in matrix are NaN-like
50,10000,2.182422,O1
All entries in matrix are NaN-like
50,10000,2.196909,O1
All entries in matrix are NaN-like
50,10000,2.058459,O1
All entries in matrix are NaN-like
50,10000,2.342925,O1
All entries in matrix are NaN-like
50,10000,2.246197,O1
All entries in matrix are NaN-like
50,10000,2.339185,O1
All entries in matrix are NaN-like
50,10000,2.292808,O1
All entries in matrix are NaN-like
50,10000,2.235829,O1
All entries in matrix are NaN-like
50,10000,2.289751,O1
All entries in matrix are NaN-like
50,10000,2.139842,O1
All entries in matrix are NaN-like
50,10000,2.082478,O1
All entries in matrix are NaN-like
50,10000,2.180555,O1
All entries in matrix are NaN-like
50,10000,2.286642,O1
All entries in matrix are NaN-like
50,10000,2.241098,O1
All entries in matrix are NaN-like
50,10000,2.247009,O1
All entries in matrix are NaN-like
50,10000,2.296116,O1
All entries in matrix are NaN-like
50,10000,2.245345,O1
All entries in matrix are NaN-like
50,10000,2.144040,O1
All entries in matrix are NaN-like
50,10000,2.103428,O1
All entries in matrix are NaN-like
50,10000,2.282374,O1
All entries in matrix are NaN-like
50,10000,2.249470,O1
All entries in matrix are NaN-like
50,10000,2.121818,O1
All entries in matrix are NaN-like
50,10000,2.256282,O1
All entries in matrix are NaN-like
50,10000,2.257239,O1
All entries in matrix are NaN-like
50,10000,2.072464,O1
All entries in matrix are NaN-like
50,10000,2.287670,O1
50,100,0.008130,Flattened Register O3
50,100,0.008239,Flattened Register O3
50,100,0.008124,Flattened Register O3
50,100,0.008754,Flattened Register O3
50,100,0.008299,Flattened Register O3
50,100,0.008121,Flattened Register O3
50,100,0.008122,Flattened Register O3
50,100,0.008881,Flattened Register O3
50,100,0.008299,Flattened Register O3
50,100,0.008212,Flattened Register O3
50,100,0.008137,Flattened Register O3
50,100,0.008796,Flattened Register O3
50,100,0.008123,Flattened Register O3
50,100,0.008128,Flattened Register O3
50,100,0.008710,Flattened Register O3
50,100,0.008282,Flattened Register O3
50,100,0.008122,Flattened Register O3
50,100,0.008127,Flattened Register O3
50,100,0.009272,Flattened Register O3
50,100,0.008468,Flattened Register O3
50,100,0.008341,Flattened Register O3
50,100,0.008197,Flattened Register O3
50,100,0.008826,Flattened Register O3
50,100,0.008117,Flattened Register O3
50,100,0.008117,Flattened Register O3
50,100,0.008181,Flattened Register O3
50,100,0.008695,Flattened Register O3
50,100,0.008124,Flattened Register O3
50,100,0.008122,Flattened Register O3
50,100,0.008801,Flattened Register O3
50,200,0.016563,Flattened Register O3
50,200,0.017037,Flattened Register O3
50,200,0.016359,Flattened Register O3
50,200,0.017022,Flattened Register O3
50,200,0.016524,Flattened Register O3
50,200,0.017391,Flattened Register O3
50,200,0.016483,Flattened Register O3
50,200,0.017383,Flattened Register O3
50,200,0.016370,Flattened Register O3
50,200,0.016999,Flattened Register O3
50,200,0.017250,Flattened Register O3
50,200,0.016797,Flattened Register O3
50,200,0.017390,Flattened Register O3
50,200,0.016610,Flattened Register O3
50,200,0.017404,Flattened Register O3
50,200,0.016673,Flattened Register O3
50,200,0.017072,Flattened Register O3
50,200,0.016256,Flattened Register O3
50,200,0.016982,Flattened Register O3
50,200,0.016268,Flattened Register O3
50,200,0.017100,Flattened Register O3
50,200,0.016299,Flattened Register O3
50,200,0.017403,Flattened Register O3
50,200,0.016920,Flattened Register O3
50,200,0.016578,Flattened Register O3
50,200,0.017177,Flattened Register O3
50,200,0.016384,Flattened Register O3
50,200,0.017108,Flattened Register O3
50,200,0.016444,Flattened Register O3
50,200,0.016923,Flattened Register O3
50,300,0.025353,Flattened Register O3
50,300,0.025342,Flattened Register O3
50,300,0.024938,Flattened Register O3
50,300,0.025451,Flattened Register O3
50,300,0.025440,Flattened Register O3
50,300,0.025562,Flattened Register O3
50,300,0.025492,Flattened Register O3
50,300,0.024512,Flattened Register O3
50,300,0.025350,Flattened Register O3
50,300,0.025531,Flattened Register O3
50,300,0.025412,Flattened Register O3
50,300,0.024702,Flattened Register O3
50,300,0.024826,Flattened Register O3
50,300,0.025391,Flattened Register O3
50,300,0.025590,Flattened Register O3
50,300,0.025598,Flattened Register O3
50,300,0.025356,Flattened Register O3
50,300,0.024847,Flattened Register O3
50,300,0.025431,Flattened Register O3
50,300,0.025846,Flattened Register O3
50,300,0.025628,Flattened Register O3
50,300,0.025398,Flattened Register O3
50,300,0.025122,Flattened Register O3
50,300,0.024747,Flattened Register O3
50,300,0.025436,Flattened Register O3
50,300,0.025862,Flattened Register O3
50,300,0.025471,Flattened Register O3
50,300,0.025952,Flattened Register O3
50,300,0.025557,Flattened Register O3
50,300,0.025176,Flattened Register O3
50,400,0.033499,Flattened Register O3
50,400,0.033363,Flattened Register O3
50,400,0.034502,Flattened Register O3
50,400,0.033365,Flattened Register O3
50,400,0.033681,Flattened Register O3
50,400,0.033517,Flattened Register O3
50,400,0.033578,Flattened Register O3
50,400,0.033159,Flattened Register O3
50,400,0.033889,Flattened Register O3
50,400,0.033519,Flattened Register O3
50,400,0.033506,Flattened Register O3
50,400,0.033988,Flattened Register O3
50,400,0.033787,Flattened Register O3
50,400,0.033006,Flattened Register O3
50,400,0.033978,Flattened Register O3
50,400,0.033735,Flattened Register O3
50,400,0.033765,Flattened Register O3
50,400,0.033746,Flattened Register O3
50,400,0.033940,Flattened Register O3
50,400,0.035274,Flattened Register O3
50,400,0.033621,Flattened Register O3
50,400,0.033775,Flattened Register O3
50,400,0.034187,Flattened Register O3
50,400,0.033605,Flattened Register O3
50,400,0.033281,Flattened Register O3
50,400,0.033014,Flattened Register O3
50,400,0.033632,Flattened Register O3
50,400,0.033322,Flattened Register O3
50,400,0.033339,Flattened Register O3
50,400,0.034089,Flattened Register O3
50,500,0.041477,Flattened Register O3
50,500,0.041907,Flattened Register O3
50,500,0.041390,Flattened Register O3
50,500,0.041444,Flattened Register O3
50,500,0.042194,Flattened Register O3
50,500,0.042481,Flattened Register O3
50,500,0.042035,Flattened Register O3
50,500,0.041971,Flattened Register O3
50,500,0.041696,Flattened Register O3
50,500,0.041411,Flattened Register O3
50,500,0.041799,Flattened Register O3
50,500,0.042136,Flattened Register O3
50,500,0.041565,Flattened Register O3
50,500,0.042455,Flattened Register O3
50,500,0.041316,Flattened Register O3
50,500,0.042076,Flattened Register O3
50,500,0.042332,Flattened Register O3
50,500,0.042016,Flattened Register O3
50,500,0.041908,Flattened Register O3
50,500,0.042016,Flattened Register O3
50,500,0.041829,Flattened Register O3
50,500,0.041634,Flattened Register O3
50,500,0.041718,Flattened Register O3
50,500,0.041436,Flattened Register O3
50,500,0.041776,Flattened Register O3
50,500,0.041460,Flattened Register O3
50,500,0.041336,Flattened Register O3
50,500,0.041664,Flattened Register O3
50,500,0.041814,Flattened Register O3
50,500,0.041522,Flattened Register O3
50,600,0.050180,Flattened Register O3
50,600,0.050335,Flattened Register O3
50,600,0.049622,Flattened Register O3
50,600,0.050148,Flattened Register O3
50,600,0.049360,Flattened Register O3
50,600,0.050078,Flattened Register O3
50,600,0.050081,Flattened Register O3
50,600,0.050672,Flattened Register O3
50,600,0.050324,Flattened Register O3
50,600,0.049629,Flattened Register O3
50,600,0.049847,Flattened Register O3
50,600,0.049797,Flattened Register O3
50,600,0.050280,Flattened Register O3
50,600,0.050614,Flattened Register O3
50,600,0.050412,Flattened Register O3
50,600,0.050576,Flattened Register O3
50,600,0.050114,Flattened Register O3
50,600,0.050522,Flattened Register O3
50,600,0.050345,Flattened Register O3
50,600,0.050150,Flattened Register O3
50,600,0.049849,Flattened Register O3
50,600,0.049809,Flattened Register O3
50,600,0.051861,Flattened Register O3
50,600,0.050014,Flattened Register O3
50,600,0.050234,Flattened Register O3
50,600,0.049483,Flattened Register O3
50,600,0.050882,Flattened Register O3
50,600,0.049800,Flattened Register O3
50,600,0.050245,Flattened Register O3
50,600,0.050220,Flattened Register O3
50,700,0.058452,Flattened Register O3
50,700,0.058191,Flattened Register O3
50,700,0.057768,Flattened Register O3
50,700,0.059950,Flattened Register O3
50,700,0.058544,Flattened Register O3
50,700,0.058428,Flattened Register O3
50,700,0.057819,Flattened Register O3
50,700,0.058168,Flattened Register O3
50,700,0.057876,Flattened Register O3
50,700,0.058491,Flattened Register O3
50,700,0.057960,Flattened Register O3
50,700,0.058956,Flattened Register O3
50,700,0.058100,Flattened Register O3
50,700,0.058513,Flattened Register O3
50,700,0.058309,Flattened Register O3
50,700,0.058431,Flattened Register O3
50,700,0.058267,Flattened Register O3
50,700,0.060473,Flattened Register O3
50,700,0.058315,Flattened Register O3
50,700,0.058954,Flattened Register O3
50,700,0.058663,Flattened Register O3
50,700,0.058169,Flattened Register O3
50,700,0.058401,Flattened Register O3
50,700,0.058773,Flattened Register O3
50,700,0.058365,Flattened Register O3
50,700,0.058240,Flattened Register O3
50,700,0.058146,Flattened Register O3
50,700,0.058264,Flattened Register O3
50,700,0.058320,Flattened Register O3
50,700,0.058985,Flattened Register O3
50,800,0.066331,Flattened Register O3
50,800,0.068891,Flattened Register O3
50,800,0.069066,Flattened Register O3
50,800,0.067392,Flattened Register O3
50,800,0.067550,Flattened Register O3
50,800,0.067438,Flattened Register O3
50,800,0.066766,Flattened Register O3
50,800,0.066733,Flattened Register O3
50,800,0.067708,Flattened Register O3
50,800,0.067411,Flattened Register O3
50,800,0.068596,Flattened Register O3
50,800,0.067403,Flattened Register O3
50,800,0.066100,Flattened Register O3
50,800,0.066885,Flattened Register O3
50,800,0.067197,Flattened Register O3
50,800,0.066033,Flattened Register O3
50,800,0.066124,Flattened Register O3
50,800,0.067312,Flattened Register O3
50,800,0.066681,Flattened Register O3
50,800,0.066181,Flattened Register O3
50,800,0.067214,Flattened Register O3
50,800,0.065925,Flattened Register O3
50,800,0.066328,Flattened Register O3
50,800,0.066077,Flattened Register O3
50,800,0.066404,Flattened Register O3
50,800,0.066070,Flattened Register O3
50,800,0.066453,Flattened Register O3
50,800,0.066820,Flattened Register O3
50,800,0.066743,Flattened Register O3
50,800,0.066793,Flattened Register O3
50,900,0.074627,Flattened Register O3
50,900,0.075751,Flattened Register O3
50,900,0.074253,Flattened Register O3
50,900,0.074228,Flattened Register O3
50,900,0.075204,Flattened Register O3
50,900,0.075004,Flattened Register O3
50,900,0.075375,Flattened Register O3
50,900,0.075721,Flattened Register O3
50,900,0.074109,Flattened Register O3
50,900,0.074475,Flattened Register O3
50,900,0.075055,Flattened Register O3
50,900,0.074281,Flattened Register O3
50,900,0.074401,Flattened Register O3
50,900,0.074799,Flattened Register O3
50,900,0.075096,Flattened Register O3
50,900,0.075307,Flattened Register O3
50,900,0.074197,Flattened Register O3
50,900,0.074435,Flattened Register O3
50,900,0.074535,Flattened Register O3
50,900,0.075118,Flattened Register O3
50,900,0.075434,Flattened Register O3
50,900,0.076099,Flattened Register O3
50,900,0.074764,Flattened Register O3
50,900,0.075948,Flattened Register O3
50,900,0.074339,Flattened Register O3
50,900,0.074841,Flattened Register O3
50,900,0.075712,Flattened Register O3
50,900,0.074744,Flattened Register O3
50,900,0.075047,Flattened Register O3
50,900,0.074407,Flattened Register O3
50,1000,0.082308,Flattened Register O3
50,1000,0.084046,Flattened Register O3
50,1000,0.082431,Flattened Register O3
50,1000,0.083182,Flattened Register O3
50,1000,0.083606,Flattened Register O3
50,1000,0.083022,Flattened Register O3
50,1000,0.082664,Flattened Register O3
50,1000,0.083026,Flattened Register O3
50,1000,0.083670,Flattened Register O3
50,1000,0.082240,Flattened Register O3
50,1000,0.083215,Flattened Register O3
50,1000,0.083101,Flattened Register O3
50,1000,0.083181,Flattened Register O3
50,1000,0.082844,Flattened Register O3
50,1000,0.082851,Flattened Register O3
50,1000,0.082753,Flattened Register O3
50,1000,0.082830,Flattened Register O3
50,1000,0.082517,Flattened Register O3
50,1000,0.083014,Flattened Register O3
50,1000,0.082571,Flattened Register O3
50,1000,0.083047,Flattened Register O3
50,1000,0.083040,Flattened Register O3
50,1000,0.083201,Flattened Register O3
50,1000,0.083397,Flattened Register O3
50,1000,0.082883,Flattened Register O3
50,1000,0.082235,Flattened Register O3
50,1000,0.083077,Flattened Register O3
50,1000,0.083334,Flattened Register O3
50,1000,0.082804,Flattened Register O3
50,1000,0.082141,Flattened Register O3
50,2000,0.164547,Flattened Register O3
50,2000,0.164705,Flattened Register O3
50,2000,0.163447,Flattened Register O3
50,2000,0.165031,Flattened Register O3
50,2000,0.163932,Flattened Register O3
50,2000,0.163719,Flattened Register O3
50,2000,0.163545,Flattened Register O3
50,2000,0.164270,Flattened Register O3
50,2000,0.163768,Flattened Register O3
50,2000,0.163299,Flattened Register O3
50,2000,0.164205,Flattened Register O3
50,2000,0.165635,Flattened Register O3
50,2000,0.163747,Flattened Register O3
50,2000,0.163503,Flattened Register O3
50,2000,0.163878,Flattened Register O3
50,2000,0.163846,Flattened Register O3
50,2000,0.163912,Flattened Register O3
50,2000,0.164524,Flattened Register O3
50,2000,0.166896,Flattened Register O3
50,2000,0.164994,Flattened Register O3
50,2000,0.163721,Flattened Register O3
50,2000,0.164131,Flattened Register O3
50,2000,0.164060,Flattened Register O3
50,2000,0.163282,Flattened Register O3
50,2000,0.163544,Flattened Register O3
50,2000,0.165961,Flattened Register O3
50,2000,0.165123,Flattened Register O3
50,2000,0.163600,Flattened Register O3
50,2000,0.164049,Flattened Register O3
50,2000,0.164619,Flattened Register O3
50,3000,0.245206,Flattened Register O3
50,3000,0.248775,Flattened Register O3
50,3000,0.245671,Flattened Register O3
50,3000,0.245904,Flattened Register O3
50,3000,0.247174,Flattened Register O3
50,3000,0.246165,Flattened Register O3
50,3000,0.246121,Flattened Register O3
50,3000,0.245475,Flattened Register O3
50,3000,0.245326,Flattened Register O3
50,3000,0.245370,Flattened Register O3
50,3000,0.244498,Flattened Register O3
50,3000,0.246033,Flattened Register O3
50,3000,0.245280,Flattened Register O3
50,3000,0.245408,Flattened Register O3
50,3000,0.245275,Flattened Register O3
50,3000,0.245904,Flattened Register O3
50,3000,0.245750,Flattened Register O3
50,3000,0.245611,Flattened Register O3
50,3000,0.244914,Flattened Register O3
50,3000,0.245762,Flattened Register O3
50,3000,0.245125,Flattened Register O3
50,3000,0.246304,Flattened Register O3
50,3000,0.245200,Flattened Register O3
50,3000,0.245358,Flattened Register O3
50,3000,0.245260,Flattened Register O3
50,3000,0.245180,Flattened Register O3
50,3000,0.246206,Flattened Register O3
50,3000,0.245647,Flattened Register O3
50,3000,0.245657,Flattened Register O3
50,3000,0.245429,Flattened Register O3
50,4000,0.325940,Flattened Register O3
50,4000,0.331872,Flattened Register O3
50,4000,0.328151,Flattened Register O3
50,4000,0.326550,Flattened Register O3
50,4000,0.327160,Flattened Register O3
50,4000,0.326881,Flattened Register O3
50,4000,0.328892,Flattened Register O3
50,4000,0.329001,Flattened Register O3
50,4000,0.328807,Flattened Register O3
50,4000,0.326984,Flattened Register O3
50,4000,0.327468,Flattened Register O3
50,4000,0.329267,Flattened Register O3
50,4000,0.326388,Flattened Register O3
50,4000,0.328525,Flattened Register O3
50,4000,0.327071,Flattened Register O3
50,4000,0.327746,Flattened Register O3
50,4000,0.326451,Flattened Register O3
50,4000,0.327648,Flattened Register O3
50,4000,0.326174,Flattened Register O3
50,4000,0.326978,Flattened Register O3
50,4000,0.326934,Flattened Register O3
50,4000,0.327722,Flattened Register O3
50,4000,0.327110,Flattened Register O3
50,4000,0.326760,Flattened Register O3
50,4000,0.327619,Flattened Register O3
50,4000,0.326041,Flattened Register O3
50,4000,0.327223,Flattened Register O3
50,4000,0.325861,Flattened Register O3
50,4000,0.328648,Flattened Register O3
50,4000,0.326121,Flattened Register O3
50,5000,0.407289,Flattened Register O3
50,5000,0.407117,Flattened Register O3
50,5000,0.407461,Flattened Register O3
50,5000,0.409199,Flattened Register O3
50,5000,0.408122,Flattened Register O3
50,5000,0.407615,Flattened Register O3
50,5000,0.408230,Flattened Register O3
50,5000,0.409157,Flattened Register O3
50,5000,0.407725,Flattened Register O3
50,5000,0.408469,Flattened Register O3
50,5000,0.407838,Flattened Register O3
50,5000,0.407042,Flattened Register O3
50,5000,0.414998,Flattened Register O3
50,5000,0.409718,Flattened Register O3
50,5000,0.408513,Flattened Register O3
50,5000,0.407826,Flattened Register O3
50,5000,0.409453,Flattened Register O3
50,5000,0.408956,Flattened Register O3
50,5000,0.407894,Flattened Register O3
50,5000,0.408887,Flattened Register O3
