Dimension,Power,Type,Time (Seconds)
300,1000,Element wise,0.866596
300,1000,Element wise,0.844271
300,1000,Element wise,0.841759
300,1000,Element wise,0.851243
300,1000,Element wise,0.847035
300,1000,Element wise,0.859243
300,1000,Element wise,0.867713
300,1000,Element wise,0.864360
300,1000,Element wise,0.876371
300,1000,Element wise,0.878681
300,1000,Element wise,0.861657
300,1000,Element wise,0.862113
300,1000,Element wise,0.858822
300,1000,Row wise,9.806948
300,1000,Row wise,9.803148
300,1000,Row wise,9.836809
300,1000,Row wise,9.826132
300,1000,Row wise,9.821262
300,1000,Row wise,9.808913
300,1000,Row wise,9.812629
300,1000,Row wise,9.805305
300,1000,Row wise,9.829838
300,1000,Row wise,9.803480
300,1000,Row wise,9.780194
300,1000,Row wise,9.747427
300,1000,Row wise,9.803442
300,1000,Row wise,9.777149
300,1000,Row wise,9.788753
300,1000,Row wise,9.762924
300,1000,Row wise,9.753381
300,1000,Row wise,9.778914
300,1000,Row wise,9.777675
300,1000,Row wise,9.782181
300,1000,Row wise,9.751736
300,1000,Row wise,9.736254
300,1000,Row wise,9.795747
300,1000,Row wise,9.773799
300,1000,Row wise,9.780310
300,1000,Row wise,9.736221
300,1000,Row wise,9.752363
300,1000,Row wise,9.776907
300,1000,Row wise,9.758356
300,1000,Row wise,9.776652
300,1000,Column wise,8.823436
300,1000,Column wise,8.832850
300,1000,Column wise,8.840311
300,1000,Column wise,8.822424
300,1000,Column wise,8.830886
300,1000,Column wise,8.820082
300,1000,Column wise,8.822889
300,1000,Column wise,8.837811
300,1000,Column wise,8.833713
300,1000,Column wise,8.840855
300,1000,Column wise,8.821733
300,1000,Column wise,8.829214
300,1000,Column wise,8.825334
300,1000,Column wise,8.820644
300,1000,Column wise,8.817557
300,1000,Column wise,8.820358
300,1000,Column wise,8.823346
300,1000,Column wise,8.837134
300,1000,Column wise,8.834534
300,1000,Column wise,8.839926
300,1000,Column wise,8.825494
300,1000,Column wise,8.833626
300,1000,Column wise,8.838529
300,1000,Column wise,8.824799
300,1000,Column wise,9.579318
300,1000,Column wise,9.135291
300,1000,Column wise,8.896327
300,1000,Column wise,8.876349
300,1000,Column wise,8.952601
300,1000,Column wise,9.151308
400,1000,Element wise,1.192208
400,1000,Element wise,1.218652
400,1000,Element wise,1.212438
400,1000,Element wise,1.208259
400,1000,Element wise,1.207671
400,1000,Element wise,1.214178
400,1000,Element wise,1.217349
400,1000,Element wise,1.207427
400,1000,Element wise,1.217883
400,1000,Element wise,1.216768
400,1000,Element wise,1.205715
400,1000,Element wise,1.207181
400,1000,Element wise,1.207967
400,1000,Element wise,1.194180
400,1000,Element wise,1.209513
400,1000,Element wise,1.208426
400,1000,Element wise,1.206575
400,1000,Element wise,1.205016
400,1000,Element wise,1.215484
400,1000,Element wise,1.217796
400,1000,Element wise,1.231995
400,1000,Element wise,1.216183
400,1000,Element wise,1.210060
400,1000,Element wise,1.218770
400,1000,Element wise,1.203911
400,1000,Element wise,1.205286
400,1000,Element wise,1.209457
400,1000,Element wise,1.195557
400,1000,Element wise,1.218290
500,1000,Element wise,1.686719
500,1000,Element wise,1.652034
500,1000,Element wise,1.660071
500,1000,Element wise,1.655815
500,1000,Element wise,1.673650
500,1000,Element wise,1.662291
500,1000,Element wise,1.657224
500,1000,Element wise,1.710956
500,1000,Element wise,1.770412
500,1000,Element wise,1.742825
500,1000,Element wise,1.732307
500,1000,Element wise,1.725807
500,1000,Element wise,1.745283
500,1000,Element wise,1.740665
500,1000,Element wise,1.749179
500,1000,Element wise,1.746195
500,1000,Element wise,1.731894
500,1000,Element wise,1.742778
500,1000,Element wise,1.716960
500,1000,Element wise,1.758809
500,1000,Element wise,1.708942
500,1000,Element wise,1.698145
500,1000,Element wise,1.730237
500,1000,Element wise,1.745223
500,1000,Element wise,1.720521
500,1000,Element wise,1.800370
500,1000,Element wise,1.719565
500,1000,Element wise,1.815033
500,1000,Element wise,1.789897
500,1000,Element wise,1.718566
600,1000,Element wise,2.421550
600,1000,Element wise,2.386184
600,1000,Element wise,2.395076
600,1000,Element wise,2.370826
600,1000,Element wise,2.406779
600,1000,Element wise,2.367892
600,1000,Element wise,2.387286
600,1000,Element wise,2.373623
600,1000,Element wise,2.432352
600,1000,Element wise,2.369660
600,1000,Element wise,2.382441
600,1000,Element wise,2.524824
600,1000,Element wise,2.429836
600,1000,Element wise,2.450200
600,1000,Element wise,2.402676
600,1000,Element wise,2.391032
600,1000,Element wise,2.439660
600,1000,Element wise,2.345590
600,1000,Element wise,2.415326
600,1000,Element wise,2.353200
600,1000,Element wise,2.400027
600,1000,Element wise,2.410244
600,1000,Element wise,2.346342
600,1000,Element wise,2.347103
600,1000,Element wise,2.346428
600,1000,Element wise,2.382005
600,1000,Element wise,2.371631
600,1000,Element wise,2.354699
600,1000,Element wise,2.388870
600,1000,Element wise,2.389948
700,1000,Element wise,3.157320
700,1000,Element wise,3.225032
700,1000,Element wise,3.170176
700,1000,Element wise,3.202796
700,1000,Element wise,3.130833
700,1000,Element wise,3.191148
700,1000,Element wise,3.124722
700,1000,Element wise,3.144433
700,1000,Element wise,3.178052
700,1000,Element wise,3.163114
700,1000,Element wise,3.184215
700,1000,Element wise,3.163089
700,1000,Element wise,3.155117
700,1000,Element wise,3.195286
700,1000,Element wise,3.175528
700,1000,Element wise,3.151780
700,1000,Element wise,3.165401
700,1000,Element wise,3.165361
700,1000,Element wise,3.177969
700,1000,Element wise,3.151650
700,1000,Element wise,3.182972
700,1000,Element wise,3.167429
700,1000,Element wise,3.148250
700,1000,Element wise,3.147037
700,1000,Element wise,3.175982
700,1000,Element wise,3.226866
700,1000,Element wise,3.237068
700,1000,Element wise,3.216289
700,1000,Element wise,3.154213
700,1000,Element wise,3.118026
800,1000,Element wise,4.015692
800,1000,Element wise,4.040601
800,1000,Element wise,4.067334
800,1000,Element wise,4.054215
800,1000,Element wise,4.035704
800,1000,Element wise,4.046288
800,1000,Element wise,4.091843
800,1000,Element wise,4.038202
800,1000,Element wise,4.044417
800,1000,Element wise,4.026339
800,1000,Element wise,4.040417
800,1000,Element wise,4.219411
800,1000,Element wise,4.035694
800,1000,Element wise,4.016054
800,1000,Element wise,4.055805
800,1000,Element wise,4.052877
800,1000,Element wise,4.001565
800,1000,Element wise,4.030348
800,1000,Element wise,4.041876
800,1000,Element wise,4.082610
800,1000,Element wise,4.063445
800,1000,Element wise,4.185302
800,1000,Element wise,4.075280
800,1000,Element wise,4.038371
800,1000,Element wise,4.051743
800,1000,Element wise,4.016255
800,1000,Element wise,3.964799
800,1000,Element wise,3.961170
800,1000,Element wise,4.009448
800,1000,Element wise,4.072895
900,1000,Element wise,5.396755
900,1000,Element wise,5.406569
900,1000,Element wise,5.472615
900,1000,Element wise,5.415803
900,1000,Element wise,5.398214
900,1000,Element wise,5.425182
900,1000,Element wise,5.417466
900,1000,Element wise,5.525611
900,1000,Element wise,5.503823
900,1000,Element wise,5.615509
900,1000,Element wise,5.519920
900,1000,Element wise,5.445951
900,1000,Element wise,5.399489
900,1000,Element wise,5.547856
900,1000,Element wise,5.433900
900,1000,Element wise,5.645605
900,1000,Element wise,5.392428
900,1000,Element wise,5.479411
900,1000,Element wise,5.460771
900,1000,Element wise,5.503872
900,1000,Element wise,5.505134
900,1000,Element wise,5.445630
900,1000,Element wise,5.364184
900,1000,Element wise,5.449716
900,1000,Element wise,5.420759
900,1000,Element wise,5.414973
900,1000,Element wise,5.406349
900,1000,Element wise,5.377161
900,1000,Element wise,5.425288
900,1000,Element wise,5.515089
1000,1000,Element wise,6.632568
1000,1000,Element wise,6.556584
1000,1000,Element wise,6.624643
1000,1000,Element wise,6.571940
1000,1000,Element wise,6.628598
1000,1000,Element wise,6.595763
1000,1000,Element wise,6.628792
1000,1000,Element wise,6.605988
1000,1000,Element wise,6.621212
1000,1000,Element wise,6.621082
1000,1000,Element wise,6.599458
1000,1000,Element wise,6.467813
1000,1000,Element wise,6.561261
1000,1000,Element wise,6.609841
1000,1000,Element wise,6.558153
1000,1000,Element wise,6.672304
1000,1000,Element wise,6.533847
1000,1000,Element wise,6.486658
1000,1000,Element wise,6.531310
1000,1000,Element wise,6.535269
1000,1000,Element wise,6.532940
1000,1000,Element wise,6.579607
1000,1000,Element wise,6.633371
1000,1000,Element wise,6.605550
1000,1000,Element wise,6.532608
1000,1000,Element wise,6.755178
1000,1000,Element wise,6.662061
1000,1000,Element wise,6.630287
1000,1000,Element wise,6.669050
1000,1000,Element wise,6.506056
