Dimension,Power,Type,Time (Seconds)
50,3000,Column wise,0.914728
50,3000,Column wise,0.866311
50,3000,Column wise,0.874097
50,3000,Column wise,0.881995
50,3000,Column wise,0.876616
50,3000,Column wise,0.873059
50,3000,Column wise,0.875520
50,3000,Column wise,0.881727
50,3000,Column wise,0.883634
50,3000,Column wise,0.879256
50,3000,Column wise,0.882406
50,3000,Column wise,0.870911
50,3000,Column wise,0.872223
50,3000,Column wise,0.866994
50,4000,Element wise,0.669318
50,4000,Element wise,0.676564
50,4000,Element wise,0.676884
50,4000,Element wise,0.674089
50,4000,Element wise,0.687135
50,4000,Element wise,0.662149
50,4000,Element wise,0.672754
50,4000,Element wise,0.665044
50,4000,Element wise,0.683360
50,4000,Element wise,0.669207
50,4000,Element wise,0.666873
50,4000,Element wise,0.684773
50,4000,Element wise,0.659766
50,4000,Element wise,0.670588
50,4000,Element wise,0.662174
50,4000,Element wise,0.678286
50,4000,Element wise,0.693549
50,4000,Element wise,0.669636
50,4000,Element wise,0.671224
50,4000,Element wise,0.661209
50,4000,Element wise,0.665255
50,4000,Element wise,0.725443
50,4000,Element wise,0.663166
50,4000,Element wise,0.663307
50,4000,Element wise,0.659338
50,4000,Element wise,0.660978
50,4000,Element wise,0.657787
50,4000,Element wise,0.667755
50,4000,Element wise,0.676256
50,4000,Element wise,0.661946
50,4000,Row wise,1.122741
50,4000,Row wise,1.133529
50,4000,Row wise,1.144291
50,4000,Row wise,1.131396
50,4000,Row wise,1.118160
50,4000,Row wise,1.120528
50,4000,Row wise,1.121764
50,4000,Row wise,1.130545
50,4000,Row wise,1.131314
50,4000,Row wise,1.127382
50,4000,Row wise,1.135255
50,4000,Row wise,1.119040
50,4000,Row wise,1.117221
50,4000,Row wise,1.122841
50,4000,Row wise,1.126875
50,4000,Row wise,1.130075
50,4000,Row wise,1.139263
50,4000,Row wise,1.133932
50,4000,Row wise,1.111130
50,4000,Row wise,1.145637
50,4000,Row wise,1.110511
50,4000,Row wise,1.111647
50,4000,Row wise,1.112202
50,4000,Row wise,1.113076
50,4000,Row wise,1.115590
50,4000,Row wise,1.160356
50,4000,Row wise,1.134592
50,4000,Row wise,1.113028
50,4000,Row wise,1.116899
50,4000,Row wise,1.118434
50,4000,Column wise,1.158395
50,4000,Column wise,1.205412
50,4000,Column wise,1.182715
50,4000,Column wise,1.154508
50,4000,Column wise,1.159672
50,4000,Column wise,1.153451
50,4000,Column wise,1.155559
50,4000,Column wise,1.166199
50,4000,Column wise,1.156639
50,4000,Column wise,1.158209
50,4000,Column wise,1.157792
50,4000,Column wise,1.181296
50,4000,Column wise,1.196427
50,4000,Column wise,1.154681
50,4000,Column wise,1.172691
50,4000,Column wise,1.202657
50,4000,Column wise,1.165825
50,4000,Column wise,1.172026
50,4000,Column wise,1.178746
50,4000,Column wise,1.165907
50,4000,Column wise,1.169177
50,4000,Column wise,1.191626
50,4000,Column wise,1.170418
50,4000,Column wise,1.161651
50,4000,Column wise,1.175346
50,4000,Column wise,1.171601
50,4000,Column wise,1.156625
50,4000,Column wise,1.156232
50,4000,Column wise,1.216399
50,4000,Column wise,1.180733
50,5000,Element wise,0.822921
50,5000,Element wise,0.815211
50,5000,Element wise,0.828536
50,5000,Element wise,0.837538
50,5000,Element wise,0.850742
50,5000,Element wise,0.850655
50,5000,Element wise,0.852876
50,5000,Element wise,0.838781
50,5000,Element wise,0.838132
50,5000,Element wise,0.838512
50,5000,Element wise,0.825122
50,5000,Element wise,0.838817
50,5000,Element wise,0.832611
50,5000,Element wise,0.884867
50,5000,Element wise,0.894111
50,5000,Element wise,0.842667
50,5000,Element wise,0.831995
50,5000,Element wise,0.842784
50,5000,Element wise,0.847750
50,5000,Element wise,0.850393
50,5000,Element wise,0.848981
50,5000,Element wise,0.852788
50,5000,Element wise,0.842904
50,5000,Element wise,0.835716
50,5000,Element wise,0.849327
50,5000,Element wise,0.839559
50,5000,Element wise,0.835803
50,5000,Element wise,0.847037
50,5000,Element wise,0.844582
50,5000,Element wise,0.846513
50,5000,Row wise,1.409591
50,5000,Row wise,1.419859
50,5000,Row wise,1.422519
50,5000,Row wise,1.416728
50,5000,Row wise,1.407675
50,5000,Row wise,1.439677
50,5000,Row wise,1.414368
50,5000,Row wise,1.415620
50,5000,Row wise,1.399531
50,5000,Row wise,1.413428
50,5000,Row wise,1.422800
50,5000,Row wise,1.417633
50,5000,Row wise,1.419206
50,5000,Row wise,1.423951
50,5000,Row wise,1.418044
50,5000,Row wise,1.425508
50,5000,Row wise,1.416153
50,5000,Row wise,1.411050
50,5000,Row wise,1.424127
50,5000,Row wise,1.425456
50,5000,Row wise,1.407159
50,5000,Row wise,1.424051
50,5000,Row wise,1.415307
50,5000,Row wise,1.428669
50,5000,Row wise,1.410912
50,5000,Row wise,1.422118
50,5000,Row wise,1.414295
50,5000,Row wise,1.418079
50,5000,Row wise,1.432879
50,5000,Row wise,1.418947
50,5000,Column wise,1.504650
50,5000,Column wise,1.477990
50,5000,Column wise,1.506249
50,5000,Column wise,1.464136
50,5000,Column wise,1.457530
50,5000,Column wise,1.473957
50,5000,Column wise,1.473460
50,5000,Column wise,1.469280
50,5000,Column wise,1.472966
50,5000,Column wise,1.495914
50,5000,Column wise,1.484549
50,5000,Column wise,1.502108
50,5000,Column wise,1.472777
50,5000,Column wise,1.464332
50,5000,Column wise,1.467595
50,5000,Column wise,1.532881
50,5000,Column wise,1.523698
50,5000,Column wise,1.469380
50,5000,Column wise,1.501381
50,5000,Column wise,1.483153
50,5000,Column wise,1.516290
50,5000,Column wise,1.476089
50,5000,Column wise,1.551634
50,5000,Column wise,1.469143
50,5000,Column wise,1.490216
50,5000,Column wise,1.480260
50,5000,Column wise,1.453641
50,5000,Column wise,1.450506
50,5000,Column wise,1.517614
50,5000,Column wise,1.450821
