Dimension,Power,Time (Seconds)
50,8000,3.190379
50,8000,3.286186
50,8000,2.860236
50,8000,3.176797
50,8000,3.078817
50,8000,3.307006
50,8000,3.283527
50,8000,3.266752
50,8000,3.286371
50,8000,3.305972
50,8000,3.302410
50,8000,3.292865
50,8000,3.281414
50,9000,3.171008
50,9000,3.402022
50,9000,3.262845
50,9000,3.223479
50,9000,3.237959
50,9000,3.191074
50,9000,3.241073
50,9000,3.123153
50,9000,3.084255
50,9000,3.130498
50,9000,3.537386
50,9000,2.984681
50,9000,3.298921
50,9000,3.221416
50,9000,3.251788
50,9000,3.270872
50,9000,3.315059
50,9000,3.215231
50,9000,3.432783
50,9000,3.076631
50,9000,3.243620
50,9000,3.217956
50,9000,3.342917
50,9000,3.282670
50,9000,3.330399
50,9000,3.471934
50,9000,3.257392
50,9000,3.127935
50,9000,3.228272
50,9000,3.347681
50,10000,3.051096
50,10000,3.465899
50,10000,3.344708
50,10000,3.296866
50,10000,3.088829
50,10000,3.166260
50,10000,3.146425
50,10000,3.261283
50,10000,3.355756
50,10000,3.047335
50,10000,3.219067
50,10000,3.212520
50,10000,2.983151
50,10000,3.289644
50,10000,3.379321
50,10000,3.376611
50,10000,3.254133
50,10000,3.253867
50,10000,3.096482
50,10000,3.330803
50,10000,3.268429
50,10000,3.362719
50,10000,3.210189
50,10000,3.058769
50,10000,3.524532
50,10000,3.210192
50,10000,3.154602
50,10000,3.224921
50,10000,3.428769
50,10000,3.321716
