50,100,Row wise,0.063104
50,100,Row wise,0.060580
50,100,Row wise,0.059678
50,100,Row wise,0.061134
50,100,Row wise,0.058500
50,100,Row wise,0.058451
50,100,Row wise,0.059568
50,100,Row wise,0.059424
50,100,Row wise,0.060994
50,100,Row wise,0.060964
50,100,Row wise,0.059645
50,100,Row wise,0.059917
50,100,Row wise,0.059564
50,100,Row wise,0.060919
50,100,Row wise,0.058620
50,100,Row wise,0.059527
50,100,Row wise,0.060977
50,100,Row wise,0.059951
50,100,Row wise,0.059898
50,100,Row wise,0.059940
50,100,Row wise,0.060920
50,100,Row wise,0.059865
50,100,Row wise,0.059378
50,100,Row wise,0.061892
50,100,Row wise,0.058220
50,100,Row wise,0.059869
50,100,Row wise,0.060283
50,100,Row wise,0.059562
50,100,Row wise,0.060226
50,100,Row wise,0.059593
50,200,Row wise,0.120603
50,200,Row wise,0.117993
50,200,Row wise,0.120224
50,200,Row wise,0.120010
50,200,Row wise,0.117940
50,200,Row wise,0.118129
50,200,Row wise,0.118906
50,200,Row wise,0.120743
50,200,Row wise,0.119845
50,200,Row wise,0.121967
50,200,Row wise,0.118693
50,200,Row wise,0.119584
50,200,Row wise,0.120460
50,200,Row wise,0.118692
50,200,Row wise,0.120155
50,200,Row wise,0.121937
50,200,Row wise,0.121719
50,200,Row wise,0.117894
50,200,Row wise,0.120480
50,200,Row wise,0.115247
50,200,Row wise,0.119174
50,200,Row wise,0.120840
50,200,Row wise,0.119511
50,200,Row wise,0.121042
50,200,Row wise,0.120528
50,200,Row wise,0.120278
50,200,Row wise,0.119053
50,200,Row wise,0.119053
50,200,Row wise,0.121482
50,200,Row wise,0.119611
50,300,Row wise,0.179454
50,300,Row wise,0.180481
50,300,Row wise,0.176010
50,300,Row wise,0.179114
50,300,Row wise,0.176316
50,300,Row wise,0.179388
50,300,Row wise,0.177971
50,300,Row wise,0.177866
50,300,Row wise,0.177880
50,300,Row wise,0.177219
50,300,Row wise,0.176565
50,300,Row wise,0.181644
50,300,Row wise,0.179095
50,300,Row wise,0.178249
50,300,Row wise,0.179494
50,300,Row wise,0.178327
50,300,Row wise,0.180671
50,300,Row wise,0.179863
50,300,Row wise,0.181365
50,300,Row wise,0.178738
50,300,Row wise,0.177058
50,300,Row wise,0.176236
50,300,Row wise,0.178287
50,300,Row wise,0.177858
50,300,Row wise,0.176317
50,300,Row wise,0.178480
50,300,Row wise,0.179761
50,300,Row wise,0.179900
50,300,Row wise,0.177525
50,300,Row wise,0.178901
50,400,Row wise,0.237139
50,400,Row wise,0.234919
50,400,Row wise,0.239576
50,400,Row wise,0.238021
50,400,Row wise,0.236274
50,400,Row wise,0.237695
50,400,Row wise,0.238076
50,400,Row wise,0.237678
50,400,Row wise,0.236712
50,400,Row wise,0.236847
50,400,Row wise,0.234152
50,400,Row wise,0.241631
50,400,Row wise,0.238808
50,400,Row wise,0.237999
50,400,Row wise,0.238365
50,400,Row wise,0.238171
50,400,Row wise,0.235717
50,400,Row wise,0.234044
50,400,Row wise,0.237366
50,400,Row wise,0.240215
50,400,Row wise,0.237363
50,400,Row wise,0.237767
50,400,Row wise,0.240231
50,400,Row wise,0.238336
50,400,Row wise,0.236848
50,400,Row wise,0.235847
50,400,Row wise,0.238159
50,400,Row wise,0.238315
50,400,Row wise,0.241383
50,400,Row wise,0.237687
50,500,Row wise,0.299426
50,500,Row wise,0.299084
50,500,Row wise,0.298977
50,500,Row wise,0.297697
50,500,Row wise,0.296301
50,500,Row wise,0.296124
50,500,Row wise,0.295306
50,500,Row wise,0.297212
50,500,Row wise,0.294191
50,500,Row wise,0.298858
50,500,Row wise,0.300381
50,500,Row wise,0.300851
50,500,Row wise,0.300143
50,500,Row wise,0.295883
50,500,Row wise,0.295905
50,500,Row wise,0.302573
50,500,Row wise,0.296841
50,500,Row wise,0.295646
50,500,Row wise,0.296396
50,500,Row wise,0.298244
50,500,Row wise,0.297969
50,500,Row wise,0.298865
50,500,Row wise,0.299758
50,500,Row wise,0.296950
50,500,Row wise,0.301176
50,500,Row wise,0.299815
50,500,Row wise,0.297481
50,500,Row wise,0.298270
50,500,Row wise,0.298160
50,500,Row wise,0.295895
50,600,Row wise,0.357441
50,600,Row wise,0.356753
50,600,Row wise,0.355773
50,600,Row wise,0.359171
50,600,Row wise,0.355225
50,600,Row wise,0.359139
50,600,Row wise,0.357150
50,600,Row wise,0.360370
50,600,Row wise,0.355974
50,600,Row wise,0.357800
50,600,Row wise,0.358253
50,600,Row wise,0.358818
50,600,Row wise,0.357006
50,600,Row wise,0.355607
50,600,Row wise,0.358913
50,600,Row wise,0.354252
50,600,Row wise,0.359152
50,600,Row wise,0.354419
50,600,Row wise,0.354377
50,600,Row wise,0.357385
50,600,Row wise,0.357329
50,600,Row wise,0.358157
50,600,Row wise,0.356213
50,600,Row wise,0.357335
50,600,Row wise,0.355140
50,600,Row wise,0.359684
50,600,Row wise,0.360517
50,600,Row wise,0.358851
50,600,Row wise,0.361199
50,600,Row wise,0.351679
50,700,Row wise,0.413165
50,700,Row wise,0.412296
50,700,Row wise,0.416971
50,700,Row wise,0.418134
50,700,Row wise,0.412633
50,700,Row wise,0.418736
50,700,Row wise,0.417021
50,700,Row wise,0.420622
50,700,Row wise,0.418538
50,700,Row wise,0.418649
50,700,Row wise,0.417939
50,700,Row wise,0.418110
50,700,Row wise,0.419453
50,700,Row wise,0.419404
50,700,Row wise,0.416352
50,700,Row wise,0.415424
50,700,Row wise,0.421344
50,700,Row wise,0.416959
50,700,Row wise,0.418423
50,700,Row wise,0.416470
50,700,Row wise,0.414890
50,700,Row wise,0.416140
50,700,Row wise,0.412908
50,700,Row wise,0.416741
50,700,Row wise,0.416029
50,700,Row wise,0.417586
50,700,Row wise,0.413683
50,700,Row wise,0.413913
50,700,Row wise,0.409699
50,700,Row wise,0.413803
50,800,Row wise,0.476955
50,800,Row wise,0.476497
50,800,Row wise,0.475028
50,800,Row wise,0.474873
50,800,Row wise,0.480947
50,800,Row wise,0.477310
50,800,Row wise,0.477726
50,800,Row wise,0.476164
50,800,Row wise,0.469357
50,800,Row wise,0.473662
50,800,Row wise,0.476279
50,800,Row wise,0.476140
50,800,Row wise,0.474889
50,800,Row wise,0.475961
50,800,Row wise,0.474740
50,800,Row wise,0.477815
50,800,Row wise,0.473972
50,800,Row wise,0.473013
50,800,Row wise,0.478523
50,800,Row wise,0.478840
50,800,Row wise,0.472207
50,800,Row wise,0.479949
50,800,Row wise,0.478456
50,800,Row wise,0.479376
50,800,Row wise,0.475383
50,800,Row wise,0.475585
50,800,Row wise,0.476999
50,800,Row wise,0.476670
50,800,Row wise,0.476169
50,800,Row wise,0.480609
50,900,Row wise,0.538167
50,900,Row wise,0.537828
50,900,Row wise,0.539030
50,900,Row wise,0.538099
50,900,Row wise,0.536146
50,900,Row wise,0.538618
50,900,Row wise,0.537526
50,900,Row wise,0.538241
50,900,Row wise,0.535149
50,900,Row wise,0.533275
50,900,Row wise,0.536905
50,900,Row wise,0.538370
50,900,Row wise,0.534063
50,900,Row wise,0.531754
50,900,Row wise,0.534386
50,900,Row wise,0.532726
50,900,Row wise,0.535301
50,900,Row wise,0.537340
50,900,Row wise,0.533061
50,900,Row wise,0.534787
50,900,Row wise,0.537773
50,900,Row wise,0.534654
50,900,Row wise,0.532481
50,900,Row wise,0.534838
50,900,Row wise,0.535898
50,900,Row wise,0.534845
50,900,Row wise,0.537244
50,900,Row wise,0.533388
50,900,Row wise,0.533067
50,900,Row wise,0.544676
50,1000,Row wise,0.593976
50,1000,Row wise,0.590241
50,1000,Row wise,0.597069
50,1000,Row wise,0.590530
50,1000,Row wise,0.595988
50,1000,Row wise,0.594218
50,1000,Row wise,0.593934
50,1000,Row wise,0.592553
50,1000,Row wise,0.590793
50,1000,Row wise,0.592313
50,1000,Row wise,0.594238
50,1000,Row wise,0.599345
50,1000,Row wise,0.594602
50,1000,Row wise,0.590544
50,1000,Row wise,0.591225
50,1000,Row wise,0.590880
50,1000,Row wise,0.594580
50,1000,Row wise,0.599108
50,1000,Row wise,0.594594
50,1000,Row wise,0.591487
50,1000,Row wise,0.590410
50,1000,Row wise,0.588560
50,1000,Row wise,0.595099
50,1000,Row wise,0.594326
50,1000,Row wise,0.588200
50,1000,Row wise,0.593979
50,1000,Row wise,0.594320
50,1000,Row wise,0.592746
50,1000,Row wise,0.599537
50,1000,Row wise,0.599636
50,2000,Row wise,1.193199
50,2000,Row wise,1.182127
50,2000,Row wise,1.186360
50,2000,Row wise,1.183356
50,2000,Row wise,1.198996
50,2000,Row wise,1.194170
50,2000,Row wise,1.189293
50,2000,Row wise,1.189106
50,2000,Row wise,1.198242
50,2000,Row wise,1.186118
50,2000,Row wise,1.189381
50,2000,Row wise,1.189783
50,2000,Row wise,1.189183
50,2000,Row wise,1.182441
50,2000,Row wise,1.188378
50,2000,Row wise,1.191410
50,2000,Row wise,1.187656
50,2000,Row wise,1.185601
50,2000,Row wise,1.186294
50,2000,Row wise,1.182568
50,2000,Row wise,1.188195
50,2000,Row wise,1.189980
50,2000,Row wise,1.191978
50,2000,Row wise,1.197849
50,2000,Row wise,1.193631
50,2000,Row wise,1.195152
50,2000,Row wise,1.184280
50,2000,Row wise,1.183603
50,2000,Row wise,1.188674
50,2000,Row wise,1.191119
50,3000,Row wise,1.784767
50,3000,Row wise,1.783787
50,3000,Row wise,1.781934
50,3000,Row wise,1.782158
50,3000,Row wise,1.774887
50,3000,Row wise,1.773010
50,3000,Row wise,1.775093
50,3000,Row wise,1.781737
50,3000,Row wise,1.777043
50,3000,Row wise,1.778438
50,3000,Row wise,1.788529
50,3000,Row wise,1.785239
50,3000,Row wise,1.781952
50,3000,Row wise,1.782903
50,3000,Row wise,1.785462
50,3000,Row wise,1.787523
50,3000,Row wise,1.780517
50,3000,Row wise,1.790001
50,3000,Row wise,1.791427
50,3000,Row wise,1.781632
50,3000,Row wise,1.781575
50,3000,Row wise,1.776305
50,3000,Row wise,1.784787
50,3000,Row wise,1.786303
50,3000,Row wise,1.778720
50,3000,Row wise,1.787646
50,3000,Row wise,1.780621
50,3000,Row wise,1.780114
50,3000,Row wise,1.778630
50,3000,Row wise,1.775467
50,4000,Row wise,2.384853
50,4000,Row wise,2.385111
50,4000,Row wise,2.377204
50,4000,Row wise,2.386359
50,4000,Row wise,2.380902
50,4000,Row wise,2.375572
50,4000,Row wise,2.377274
